text,labels
"Today, I am faced with the daunting task of cleaning, sanding, and priming the master bedroom.",2
His dad hurt him very badly.,6
Life is ridiculously crowding me and finding time to eat has even become difficult.,0
lot of problems at work,3
ughh things are just always so shitty and i want them to be better.,0
"thanks, i'm just dealing with some stuff.",2
i had a thing happen at school that has been bugging me since break.,5
Being in my house with my family just always make things negative.,6
"Ummm... once again, livejournaling has become a chore, and I feel that I haven't quite captured the essence of today.",2
i'm being over emotional lately so it sucks. and,0
I realize that right Our Financial situation doesn't look to good.,7
i'm cleaning out my closet of a lot of shit that's accumulated over the years and i've lost all amor for.,2
my hours were cut back at work,3
"Scully is so sad and depressed so me, my mom, and Melissa want to get her a friend.",4
needing to move from my current living situation.,2
My girlfriend moved out today,4
the stupid problems at work. a lot going on. it's so fast paced. i'm not sure i'll make,3
its torture turning over everyday.,8
I need to move in August and am worried about doing so with covid,0
I can't come up with a great idea,2
"Then, I got a call that my friend Lou had lost his father to cancer.",4
"My financial situation, even before COVID happened, and having 3 autoimmune diseases.",7
gaining weight and just cannot seem to lose it.,8
I am really stressed about the state of the government and coronavirus,8
work has been super busy and i can't keep up,3
college is super hard I'm not doing well in essay,5
"I have a ton of stress and I cant handle it, or anymore, right now.",2
i have a huge project for english due next week.,5
i need to apply to school.,5
I went to the store and I cannot buy anything I need because of the panic buying.,1
my contracting journey has been quite stressful.,3
"Tough, if I got to go to work you have to go to school, now get the ""F"" up.",2
"I felt so scared when I was pregnant, like where are we going to get money to raise another human?!?!",7
health of my parents. being long distance from them is worrying me more.,6
Bad ones an now my mom an me are getting worried.,6
I stepped on a thingy and now my foot hurts.,8
trying to find a simple part time job is stressing me out.,3
"well, unfortunately, some hard times came upon my family...",6
then school is stressful.,5
I keep getting sad when I think about Cordelia leaving.,4
"He's feeling depressed I guess, but its kind of scaring me.",4
too many unexpected and unavoidable expenses this past week.,7
Getting an apartment for gary has been the most stressful thing.,1
school has been really stressful lately. on top of drama practice and opening and everything,5
I AM STRESSING OUT ABOUT HOW TO HANDLE WORING AT HOME,3
what to work on,3
Wayyyyy too many late nights and sleeping untill i have to go to work.,3
i need to find a job,3
i have been losing and becoming distant from some of my friends.,4
We have to go to school Tuesday and I'm a freshmen at RCB.,5
working from home with kids currently,3
my boyfriend lot his job,7
Coronavirus.  I'm very scared of what it will do,2
i've been stressed by the recent holidays and lots of travelling back and forth.,2
I was so upset about work.,3
living with 3 men makes the house a disaster. I'd have to spend so much time cleaning that I'd be too tired to have people over afterward.,4
i need a tooth pulled and i continue to put it off,8
"hey, my supervisor was on me again today. i don't think she likes me.",3
"i'm hungry, but when i try to eat, i start feeling all sick.",8
"Will I always hate working?Because of all this stress, I can't seem to gain any weight and subsequently I hate my body.",3
A father tells a story about his son sick with cancer.,8
i have been very stressed out by all the bad drivers near my house.,2
If I dont take the asprin and allergy meds i feel miserabe and can't concentrate in my classes because I feel so horrible.,8
problems with my relationship,0
i am worried about how sick my daughter is.,8
I haven't been working with great people lately and its been starting to bug me.,3
I guess it is just that i am lonely and i dont know what is wrong with me why i cant make friends like everyone else does.,4
"the worst part is, when i confront her about this..with legitimate concern she will most likely get defensive and it will turn into an argument.",0
So now I'm in this really shitty mood where I don't feel like I will or can do anything with my life.,0
im having a hard time a work my boss is being awful,3
"oh boy, where to start! i guess my biggest stressor is my boss.",3
